DATA,LOJA,PREÃ‡O
15/05/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"248,49"
15/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"150,04"
16/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"578,73"
16/05/2020,ATACADAO S.A.,"214,35"
17/05/2020,SUPERMERCADOS DB LTDA,"221,23"
18/05/2020,SOLINOX LTDA,100
18/05/2020,L J GUERRA & CIA LTDA,59
19/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"78,64"
19/05/2020,ATACADAO S.A.,"27,28"
20/05/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"28,58"
21/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"276,17"
22/05/2020,M F AMAZONIA LTDA,"1.496,00"
22/05/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"282,96"
22/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"85,31"
23/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"788,82"
23/05/2020,MERCANTIL NOVA ERA LTDA,"86,13"
23/05/2020,SUPERMERCADOS DB LTDA,"263,79"
23/05/2020,ATACADAO S.A.,"104,43"
23/05/2020,SUPERMERCADOS DB LTDA,"34,64"
25/05/2020,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"183,89"
26/05/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"17,07"
28/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"342,33"
29/05/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"223,92"
29/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"197,41"
29/05/2020,CDL CENTRO DE DISTRIBUICAO E LOGISTICA LTDA,"196,88"
29/05/2020,ATACADAO S.A.,"257,68"
30/05/2020,MERCANTIL NOVA ERA LTDA,"346,4"
30/05/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"89,26"
01/06/2020,3A MANGUEIRAS E FIXADORES DA AMAZONIA LTDA,"266,25"
01/06/2020,DROGARIAS FARMABEM LTDA,"24,98"
02/06/2020,PMZ DISTRIBUIDORA S.A,200
02/06/2020,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"304,91"
02/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"271,97"
03/06/2020,AUTO PECAS MANOA LTDA,40
03/06/2020,AUTO PECAS MANOA LTDA,80
03/06/2020,BEMOL S/A,119
03/06/2020,ATACADAO S.A.,"59,47"
04/06/2020,PMZ DISTRIBUIDORA S/A,50
04/06/2020,MERCANTIL NOVA ERA LTDA,"256,05"
06/06/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"224,83"
06/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"483,45"
06/06/2020,SUPERMERCADOS DB LTDA,"359,84"
08/06/2020,SUPERMERCADOS DB LTDA,"129,09"
08/06/2020,ATACADAO S.A.,"59,8"
11/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"306,02"
13/06/2020,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"20,07"
14/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"452,2"
14/06/2020,SUPERMERCADOS DB LTDA,"228,87"
14/06/2020,ATACADAO S.A.,"94,28"
19/06/2020,MERCANTIL NOVA ERA LTDA,"306,25"
19/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"57,45"
19/06/2020,ATACADAO S.A.,"135,01"
20/06/2020,SUPERMERCADOS DB LTDA,"86,29"
22/06/2020,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"247,69"
24/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"343,12"
25/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"354,33"
25/06/2020,L J GUERRA & CIA LTDA,"265,25"
25/06/2020,T3 COMERCIO E SERVICOS AUTO PECAS LTDA,15
26/06/2020,L. B. BARROS - ME,"20,67"
26/06/2020,L B BARROS COMERCIO DE ELETROELETRONICOS LTDA,"20,26"
26/06/2020,SUPERMERCADOS DB LTDA,"50,2"
26/06/2020,MERCANTIL NOVA ERA LTDA,"238,98"
26/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"67,58"
26/06/2020,CDL CENTRO DE DISTRIBUICAO E LOGISTICA LTDA,"88,32"
26/06/2020,ATACADAO S.A.,"402,59"
27/06/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"411,64"
27/06/2020,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"393,73"
29/06/2020,SUPERMERCADOS DB LTDA,"36,36"
01/07/2020,SUPERMERCADOS DB LTDA,"389,9"
01/07/2020,MERCANTIL NOVA ERA LTDA,"329,88"
01/07/2020,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"286,57"
01/07/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"45,86"
02/07/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"137,43"
03/07/2020,INFINITY MANAUS CAPAS E ACESSORIOS PARA CELULAR LTDA,30
03/07/2020,MERCANTIL NOVA ERA LTDA,"226,9"
03/07/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"101,7"
03/07/2020,CARREFOUR COMERCIO E INDUSTRIA LTDA,"146,7"
03/07/2020,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"71,39"
03/07/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"37,63"
04/07/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"454,89"
04/07/2020,SUPERMERCADOS DB LTDA,"499,31"
04/07/2020,CDL CENTRO DE DISTRIBUICAO E LOGISTICA LTDA,"76,26"
04/07/2020,ATACADAO S.A.,"321,91"
09/07/2020,BEMOL S/A,"10,9"
30/07/2020,SUPER EXPRESSO TARUMA COMERCIO DE PROD ALIMENTICIOS LTDA ME,"19,99"
31/07/2020,SUPERMERCADOS DB LTDA,"9,95"
10/08/2020,BEMOL S/A,"4.641,90"
14/08/2020,AUTO PECAS MANOA LTDA,500
21/08/2020,PMZ DISTRIBUIDORA S.A,"1.255,00"
22/08/2020,SUPERMERCADOS DB LTDA,"477,11"
26/08/2020,PMZ DISTRIBUIDORA S.A,"147,62"
27/08/2020,PMZ DISTRIBUIDORA S.A,"147,62"
03/09/2020,BRAGA MOTOS LTDA,"30.463,50"
28/09/2020,DROGARIAS FARMABEM LTDA,"8,05"
30/09/2020,BRAGA MOTOS LTDA,59
13/10/2020,BRAGA MOTOS LTDA,162
28/10/2020,SUPERMERCADOS DB LTDA,"413,48"
02/11/2020,DROGARIAS FARMABEM LTDA,"89,81"
05/11/2020,BEMOL S/A,69
05/11/2020,SUPERMERCADOS DB LTDA,"51,32"
08/11/2020,SUPERMERCADOS DB LTDA,"448,05"
10/11/2020,LOJAS RIACHUELO S/A,"239,6"
04/12/2020,DROGARIAS FARMABEM LTDA,"14,99"
07/12/2020,SBF COMERCIO DE PRODUTOS ESPORTIVOS S.A,"799,99"
12/12/2020,DROGARIAS FARMABEM LTDA,"48,74"
19/12/2020,MERCANTIL NOVA ERA LTDA,"210,44"
19/12/2020,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"596,84"
19/12/2020,SUPERMERCADOS DB LTDA,"235,18"
19/12/2020,ATACADAO S.A.,"449,54"
04/01/2021,BRAGA MOTOS LTDA,87
09/01/2021,DROGARIAS FARMABEM LTDA,"47,83"
12/02/2021,T3 COMERCIO E SERVICOS AUTO PECAS LTDA,8
13/02/2021,T3 COMERCIO E SERVICOS AUTO PECAS LTDA,7
16/02/2021,PMZ DISTRIBUIDORA S.A,"1.424,09"
16/02/2021,PMZ DISTRIBUIDORA S.A,23
21/02/2021,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"35,71"
25/02/2021,AUTO POSTO TURISMO COMERCIO DE DERIVADOS DE PETROLEO LTDA,20
11/03/2021,PMZ DISTRIBUIDORA S.A,22
01/04/2021,BRAGA MOTOS LTDA,382
10/04/2021,L. B. BARROS - ME,50
11/04/2021,CARREFOUR COMERCIO E INDUSTRIA LTDA,"7,49"
19/04/2021,MERCANTIL NOVA ERA LTDA,"16,05"
22/04/2021,J M PORTELA LTDA,"9,99"
30/04/2021,CARREFOUR COMERCIO E INDUSTRIA LTDA,"72,97"
07/05/2021,MG COMERCIO DE CONFECCOES LTDA EPP,429
07/05/2021,NELCHAEL COMERCIO DE COSMETICOS LTDA,"131,6"
07/05/2021,M I HIGASHI ME,155
10/05/2021,HILEIA COMERCIO DE COSMETICOS LTDA - EPP,"41,9"
13/05/2021,PMZ DISTRIBUIDORA S.A,38
14/05/2021,MG COMERCIO DE CONFECCOES LTDA EPP,326
14/05/2021,KTK HIGASHI LTDA,"124,8"
17/05/2021,T3 COMERCIO E SERVICOS AUTO PECAS LTDA,141
19/05/2021,SARAIVA E SICILIANO S/A,78
21/05/2021,SUPERMERCADOS DB LTDA,"410,39"
27/05/2021,DROGARIAS FARMABEM LTDA,"36,17"
31/05/2021,L. BRAGA DA S. FARIA LTDA,28
31/05/2021,L. BRAGA DA S. FARIA LTDA,44
02/06/2021,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"31,29"
09/06/2021,L J GUERRA & CIA LTDA,"44,56"
22/06/2021,MERCANTIL NOVA ERA LTDA,"21,3"
22/06/2021,MERCANTIL NOVA ERA LTDA,"4,99"
25/06/2021,MERCANTIL NOVA ERA LTDA,"8,3"
26/06/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"379,95"
26/06/2021,MERCANTIL NOVA ERA LTDA,"196,4"
26/06/2021,CDL CENTRO DE DISTRIBUICAO E LOGISTICA LTDA,"114,62"
26/06/2021,ATACADAO S.A.,"266,92"
01/07/2021,MERCANTIL NOVA ERA LTDA,"14,07"
03/07/2021,SUPERMERCADOS DB LTDA,"136,9"
09/07/2021,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"15,93"
23/07/2021,IBBY COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,"286,92"
29/07/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"32,22"
01/08/2021,BEMOL S/A,109
01/08/2021,CARREFOUR COMERCIO E INDUSTRIA LTDA,"214,8"
02/08/2021,CASA DO ELETRICISTA LTDA,20
08/08/2021,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"53,43"
10/08/2021,L J GUERRA & CIA LTDA,"21,95"
22/08/2021,BEMOL S/A,152
22/08/2021,SUPERMERCADOS DB LTDA,"8,15"
25/09/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"557,43"
25/09/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"416,58"
25/09/2021,ATACADAO S.A.,"318,15"
25/09/2021,ATACADAO S.A.,"318,15"
27/09/2021,MERCANTIL NOVA ERA LTDA,"124,59"
29/09/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"545,24"
29/09/2021,ATACADAO S.A.,"178,41"
01/10/2021,IBBY COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,"309,18"
02/10/2021,MERCANTIL NOVA ERA LTDA,"74,95"
02/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"590,76"
02/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"706,08"
02/10/2021,SUPERMERCADOS DB LTDA,"108,01"
02/10/2021,ATACADAO S.A.,"326,04"
05/10/2021,SUPERMERCADOS DB LTDA,"196,19"
07/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"230,61"
09/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"645,77"
09/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"510,42"
09/10/2021,ATACADAO S.A.,"245,45"
09/10/2021,ATACADAO S.A.,"245,45"
15/10/2021,IBBY COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,"330,03"
15/10/2021,COEMA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,"18,91"
16/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"1.057,46"
16/10/2021,SUPERMERCADOS DB LTDA,"228,04"
16/10/2021,ATACADAO S.A.,"262,39"
18/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"289,58"
20/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"316,12"
20/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"129,35"
21/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"689,13"
21/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"815,82"
22/10/2021,MERCANTIL NOVA ERA LTDA,"185,9"
22/10/2021,SUPERMERCADOS DB LTDA,"210,91"
22/10/2021,ATACADAO S.A.,"312,29"
23/10/2021,IBBY COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,"240,68"
23/10/2021,COEMA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,"94,66"
24/10/2021,SUPERMERCADOS DB LTDA,"29,95"
27/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"74,76"
27/10/2021,DROGARIAS FARMABEM LTDA,"75,31"
30/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"82,68"
30/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"626,12"
30/10/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"41,9"
30/10/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"216,36"
31/10/2021,SUPERMERCADOS DB LTDA,"133,36"
31/10/2021,SUPERMERCADOS VIDAL LTDA,"238,63"
31/10/2021,ATACADAO S.A.,"344,11"
02/11/2021,CARREFOUR COMERCIO E INDUSTRIA LTDA,"110,57"
02/11/2021,SUPERMERCADOS DB LTDA,"140,23"
03/11/2021,WDL INSTALACAO E MANUTENCAO DE PECAS AUTOMOTIVA LTDA,"2.000,00"
03/11/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"274,49"
03/11/2021,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"149,91"
04/11/2021,MERCANTIL NOVA ERA LTDA,"203,58"
05/11/2021,TIM S A,"280,02"
05/11/2021,ATACADAO S.A.,"137,97"
16/11/2021,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"43,25"
18/11/2021,ATACADAO S.A.,"112,77"
26/11/2021,LEDA COMERCIO DE COSMETICOS LTDA,"259,9"
26/11/2021,BEMOL S/A,692
28/11/2021,T MARTINE BRAZ ME,"56,3"
17/12/2021,S M P DAS CHAGAS E COMPANHIA LTDA EPP,"44,99"
17/12/2021,SUPERMERCADOS DB LTDA,"129,76"
18/12/2021,ATACADAO S.A.,"130,83"
18/12/2021,ATACADAO S.A.,"130,83"
22/12/2021,TIM S A,"357,15"
13/02/2022,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"29,6"
14/02/2022,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"26,1"
08/03/2022,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"66,68"
17/03/2022,G VIANA SILVA,"219,99"
17/03/2022,SUPERMERCADOS DB LTDA,"85,43"
19/03/2022,MEDEIROS COMERCIO DE ALIMENTOS LTDA - ME,"73,55"
30/03/2022,BEMOL S/A,"346,5"
30/03/2022,SUPERMERCADOS DB LTDA,"284,79"
30/03/2022,CECIL CONCORDE COM IND IMP E EXPORTACAO LTDA,62
04/04/2022,RUFINO COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,"8,02"
02/05/2022,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"34,61"
03/05/2022,BEMOL S/A,620
07/05/2022,CARREFOUR COMERCIO E INDUSTRIA LTDA,"49,18"
08/05/2022,SUPERMERCADOS DB LTDA,"158,39"
09/05/2022,BEMOL S/A,512
09/05/2022,HILEIA COMERCIO DE COSMETICOS LTDA - EPP,"48,9"
09/05/2022,SUPERMERCADOS DB LTDA,"34,99"
15/05/2022,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"47,53"
04/06/2022,BEMOL S/A,"3.938,00"
16/06/2022,ATACADAO S.A.,"182,07"
25/06/2022,PMZ DISTRIBUIDORA S/A,41
01/07/2022,HILEIA COMERCIO DE COSMETICOS LTDA - EPP,"223,04"
03/07/2022,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"190,06"
18/07/2022,BEMOL S/A,142
28/07/2022,CARREFOUR COMERCIO E INDUSTRIA LTDA,"27,99"
05/08/2022,BRAGA MOTOS LTDA,118
09/08/2022,L. B. BARROS - ME,"770,24"
26/08/2022,BRAGA MOTOS LTDA,"58.500,00"
05/09/2022,DIAS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,60
23/10/2022,CARREFOUR COMERCIO E INDUSTRIA LTDA,"12,99"
25/10/2022,CECIL CONCORDE COM IND IMP E EXPORTACAO LTDA,"38,3"
02/11/2022,CARREFOUR COMERCIO E INDUSTRIA LTDA,"41,17"
04/11/2022,BRAGA MOTOS LTDA,159
10/11/2022,HILEIA COMERCIO DE COSMETICOS LTDA - EPP,"199,8"
19/11/2022,SUPERMERCADOS DB LTDA,"37,05"
01/12/2022,CARREFOUR COMERCIO E INDUSTRIA LTDA,"46,17"
01/12/2022,BEMOL S/A,22
12/12/2022,SUPERMERCADOS DB LTDA,"210,76"
17/12/2022,BEMOL S/A,149
23/12/2022,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"78,88"
24/12/2022,BEMOL S/A,78
24/12/2022,SUPERMERCADOS DB LTDA,"43,4"
26/12/2022,ANTONIO RODRIGUES & CIA LTDA,"79,9"
27/12/2022,ANTONIO RODRIGUES & CIA LTDA,"79,9"
27/12/2022,CARREFOUR COMERCIO E INDUSTRIA LTDA,"23,18"
31/12/2022,PRISCILLA CRISTINA DE MORAIS,690
08/01/2023,CARREFOUR COMERCIO E INDUSTRIA LTDA,"47,17"
10/01/2023,LOJAS RIACHUELO S/A,"599,9"
12/01/2023,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"135,42"
15/01/2023,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA,"28,2"
